Temparature,Humidity,Moisture,Nitrogen,Potassium,Phosphorous,Fertilizer Name,Crop Type,Soil Type
35.2,68.47,37.24,12,2,37,Barley,Sugarcane,Sandy
35.2,59.92,34.79,14,0,11,Paddy,Barley,Sandy
35.2,70.49,38.88,23,0,18,Paddy,Wheat,Sandy
35.21,73.16,48,8,4,13,Millets,Sugarcane,Sandy
35.21,54.52,33.97,10,1,5,Cotton,Maize,Sandy
35.21,59.99,52.74,12,12,12,Millets,Paddy,Sandy
35.21,60.24,45.82,23,4,26,Ground Nuts,Millets,Sandy
35.21,61.64,45.77,37,0,2,Millets,Maize,Sandy
35.22,74.25,40.93,9,0,42,Ground Nuts,Ground Nuts,Sandy
35.22,76.59,24.21,10,1,39,Cotton,Oil seeds,Sandy
35.22,68.71,29.33,18,0,20,Ground Nuts,Millets,Sandy
35.22,60.12,46.49,19,0,43,Millets,Barley,Sandy
35.22,56.07,66.76,25,1,19,Paddy,Tobacco,Sandy
35.23,57.62,49.82,8,13,17,Barley,Paddy,Sandy
35.24,66.47,51.44,6,7,30,Ground Nuts,Cotton,Sandy
35.24,70.01,41.45,10,0,45,Barley,Tobacco,Sandy
35.24,58.34,70,16,2,41,Cotton,Oil seeds,Sandy
35.24,56.8,37.98,17,3,35,Millets,Ground Nuts,Sandy
35.25,53.22,40.74,13,4,40,Oil seeds,Pulses,Sandy
35.25,55.27,39.3,39,0,1,Barley,Cotton,Sandy
35.25,65.6,41.85,45,0,0,Millets,Cotton,Sandy
35.25,65.6,41.85,45,0,0,Millets,Cotton,Sandy
35.26,66.79,31.43,19,1,25,Cotton,Tobacco,Sandy
35.26,55.7,38.7,19,4,26,Oil seeds,Millets,Sandy
35.26,53.82,24.93,21,2,19,Paddy,Ground Nuts,Sandy
35.27,69.93,44.23,38,0,3,Maize,Ground Nuts,Sandy
35.28,59.92,52.55,11,12,28,Paddy,Oil seeds,Sandy
35.28,65.1,40.67,38,0,3,Millets,Ground Nuts,Sandy
35.29,64.13,46.59,16,13,13,Cotton,Pulses,Sandy
35.29,66.87,60.63,26,1,19,Cotton,Wheat,Sandy
35.29,58.77,57.56,40,0,0,Millets,Oil seeds,Sandy
35.3,76.77,44.61,8,0,42,Oil seeds,Tobacco,Sandy
35.3,59.61,44.25,10,14,10,Paddy,Oil seeds,Sandy
35.3,68.25,43.64,21,0,18,Paddy,Maize,Sandy
35.3,72.7,49.12,35,0,0,Maize,Wheat,Sandy
35.3,65.91,61.45,38,2,4,Millets,Pulses,Sandy
35.30780649,67.33660322,37.35831862,9,0,41,Oil seeds,Pulses,Sandy
35.31,77.47,46.4,6,11,29,Millets,Sugarcane,Sandy
35.31,70.81,53.98,42,1,3,Cotton,Cotton,Sandy
35.31,70.81,53.98,42,1,3,Cotton,Cotton,Sandy
35.31714434,76.05227288,27.2933733,10,0,17,Cotton,Barley,Sandy
35.32312082,66.769164,31.23144517,19,0,24,Cotton,Tobacco,Sandy
35.33,63.38,24.82,10,0,39,Ground Nuts,Oil seeds,Sandy
35.33,67.8,53.53,10,0,13,Barley,Pulses,Sandy
35.33,57.99,70,12,4,41,Oil seeds,Ground Nuts,Sandy
35.33660988,76.41251582,24.36020933,10,0,38,Cotton,Oil seeds,Sandy
35.33705389,73.25900085,38.82957743,8,6,25,Maize,Barley,Sandy
35.34,74.07,53.44,3,6,33,Paddy,Ground Nuts,Sandy
35.34,64.93,31.98,7,9,26,Paddy,Oil seeds,Sandy
35.35,62.94,64.74,9,11,25,Cotton,Tobacco,Sandy
35.35,50.2,38.74,13,0,38,Oil seeds,Tobacco,Sandy
35.35,55.95,45.52,15,0,14,Barley,Paddy,Sandy
35.35,71.27,70,19,0,22,Cotton,Barley,Sandy
35.36,60.71,43.64,14,3,32,Oil seeds,Maize,Sandy
35.36,69.36,54.93,16,4,40,Cotton,Oil seeds,Sandy
35.36,66.71,31.57,20,0,28,Paddy,Wheat,Sandy
35.36,56.86,36.82,38,3,0,Oil seeds,Millets,Sandy
35.36,64.36,36.49,41,3,4,Oil seeds,Wheat,Sandy
35.36064058,64.44547554,41.12318271,8,2,31,Oil seeds,Paddy,Sandy
35.36720145,68.64518733,56.15906715,3,6,30,Ground Nuts,Cotton,Sandy
35.37,71.39,35.62,12,11,30,Maize,Paddy,Sandy
35.37,75.72,32.49,15,1,14,Oil seeds,Oil seeds,Sandy
35.37,57.59,60.56,37,2,0,Cotton,Cotton,Sandy
35.37580593,65.78741753,51.44559227,41,0,2,Barley,Barley,Sandy
35.38,55.86,42.48,12,8,11,Ground Nuts,Pulses,Sandy
35.38,64.71,38.74,24,0,22,Barley,Paddy,Sandy
35.39,52.28,42.97,10,17,12,Barley,Pulses,Sandy
35.39,52.28,42.97,10,17,12,Barley,Pulses,Sandy
35.39,52.28,42.97,10,17,12,Barley,Pulses,Sandy
35.39,69.31,42.02,12,8,28,Barley,Millets,Sandy
35.39,65.38,54.92,17,0,40,Barley,Paddy,Sandy
35.39,55.43,61.72,18,0,38,Cotton,Oil seeds,Sandy
35.4,62.35,43.09,10,12,14,Cotton,Ground Nuts,Sandy
35.4,66.88,56.01,20,0,22,Maize,Pulses,Sandy
35.4,71.15,68.71,25,0,19,Oil seeds,Sugarcane,Sandy
35.41,69.11,70,4,9,25,Barley,Sugarcane,Sandy
35.41,64.82,37.5,6,13,28,Maize,Tobacco,Sandy
35.41,63.84,41.24,8,3,31,Oil seeds,Paddy,Sandy
35.41,55.99,30.99,14,0,34,Maize,Sugarcane,Sandy
35.41,68.17,53.47,38,0,4,Barley,Wheat,Sandy
35.42,62.94,37.99,10,0,43,Oil seeds,Tobacco,Sandy
35.42,55.91,25.75,12,4,37,Millets,Paddy,Sandy
35.42,57.14,39.62,20,0,21,Paddy,Pulses,Sandy
35.42,65.57,43.67,44,4,0,Ground Nuts,Pulses,Sandy
35.43,75.29,47.09,11,8,32,Cotton,Barley,Sandy
35.43,50.87,44.74,18,0,36,Oil seeds,Ground Nuts,Sandy
35.43,73.21,53.28,42,4,0,Barley,Wheat,Sandy
35.43,73.21,53.28,42,4,0,Barley,Wheat,Sandy
35.44,66.64,32.53,11,0,42,Ground Nuts,Paddy,Sandy
35.44,68.66,47.39,13,20,20,Maize,Wheat,Sandy
35.45,74.57,35.05,12,0,36,Paddy,Wheat,Sandy
35.45,70.4,26.6,39,0,2,Oil seeds,Maize,Sandy
35.45,66.58,36.72,42,0,2,Maize,Barley,Sandy
35.45535086,60.5234158,58.59866708,10,10,9,Cotton,Barley,Sandy
35.46,68.5,33.83,7,3,32,Cotton,Paddy,Sandy
35.46,70.84,62.84,9,0,38,Maize,Maize,Sandy
35.46,67.95,51.35,14,0,38,Paddy,Paddy,Sandy
35.46571195,56.29151896,26.27041296,12,3,36,Maize,Paddy,Sandy
35.47,67.7,66.68,13,0,13,Oil seeds,Cotton,Sandy
35.47,68.72,41.38,22,0,23,Maize,Ground Nuts,Sandy
35.47,65.11,44.62,44,2,4,Oil seeds,Oil seeds,Sandy
35.48,60.05,46.78,5,11,13,Ground Nuts,Sugarcane,Sandy
35.48,68.25,34.7,14,2,13,Cotton,Wheat,Sandy
35.48,77.07,59.6,14,15,18,Oil seeds,Millets,Sandy
35.48,55.43,28.66,17,2,19,Barley,Millets,Sandy
35.49,77.62,56.57,12,9,30,Maize,Ground Nuts,Sandy
35.49,70.58,34.23,18,4,33,Oil seeds,Maize,Sandy
35.5,64.73,50.91,11,0,38,Cotton,Pulses,Sandy
35.50132324,64.57633168,43.54293244,43,2,0,Ground Nuts,Pulses,Sandy
35.51,72.18,36.2,12,0,31,Oil seeds,Maize,Sandy
35.51,62.48,43.95,19,2,26,Oil seeds,Oil seeds,Sandy
35.51,53.67,32.47,33,0,0,Oil seeds,Pulses,Sandy
35.51,70.33,59.14,40,0,0,Oil seeds,Paddy,Sandy
35.52,69.26,40.18,13,0,36,Oil seeds,Tobacco,Sandy
35.52,59.79,33.11,14,2,34,Ground Nuts,Tobacco,Sandy
35.52,75,62.64,16,0,34,Oil seeds,Maize,Sandy
35.52,58.55,37.93,22,2,21,Millets,Oil seeds,Sandy
35.52,53.01,36.3,26,0,27,Maize,Sugarcane,Sandy
35.53,75.2,29.57,8,11,31,Paddy,Maize,Sandy
35.53,77.13,47.67,8,22,16,Paddy,Oil seeds,Sandy
35.54,62.73,42.81,14,10,11,Oil seeds,Paddy,Sandy
35.54,60.01,48.23,24,0,30,Ground Nuts,Pulses,Sandy
35.54,65.54,44.63,26,0,15,Ground Nuts,Barley,Sandy
35.55,69.73,53.43,8,14,22,Maize,Ground Nuts,Sandy
35.55,67.27,37.82,9,0,41,Oil seeds,Pulses,Sandy
35.56,61.27,33.78,18,4,22,Oil seeds,Barley,Sandy
35.56,74.88,52.16,20,0,21,Cotton,Cotton,Sandy
35.56,74.88,52.16,20,0,21,Cotton,Cotton,Sandy
35.56,74.88,52.16,20,0,21,Cotton,Cotton,Sandy
35.56,58.03,40.89,37,0,1,Cotton,Paddy,Sandy
35.56637041,64.72279965,26.77864993,19,0,24,Ground Nuts,Oil seeds,Sandy
35.57,60.63,45.71,7,4,31,Cotton,Sugarcane,Sandy
35.57,69.22,38.56,26,0,17,Millets,Tobacco,Sandy
35.57,72.13,33.41,35,2,0,Paddy,Millets,Sandy
35.57,70.66,40.03,42,0,0,Barley,Wheat,Sandy
35.58,69.81,22.72,6,7,27,Paddy,Ground Nuts,Sandy
35.58,65.91,30.27,11,0,12,Cotton,Tobacco,Sandy
35.58,59.73,38.2,11,0,40,Barley,Pulses,Sandy
35.59,59.08,70,6,10,13,Oil seeds,Barley,Sandy
35.59,76.91,52.53,15,3,41,Ground Nuts,Millets,Sandy
35.6,73.58,37.94,8,5,25,Maize,Barley,Sandy
35.61,60.02,37.93,17,0,9,Barley,Paddy,Sandy
35.61,68.63,70,25,0,15,Millets,Sugarcane,Sandy
35.61,56.91,36.81,26,3,17,Barley,Wheat,Sandy
35.61,69.21,45.08,26,0,17,Barley,Sugarcane,Sandy
35.61,66.92,54.5,44,0,0,Oil seeds,Sugarcane,Sandy
35.62,59.35,43.06,10,0,32,Oil seeds,Paddy,Sandy
35.62,59.9,40.62,11,4,43,Maize,Cotton,Sandy
35.62,63.55,49.96,13,2,36,Paddy,Tobacco,Sandy
35.62,64,37.51,22,0,17,Oil seeds,Cotton,Sandy
35.63,64.09,70,23,0,24,Cotton,Ground Nuts,Sandy
35.63,59.21,51.58,40,0,0,Maize,Sugarcane,Sandy
35.64,69.14,49.98,1,4,32,Millets,Cotton,Sandy
35.64,66.88,38.75,2,18,24,Barley,Oil seeds,Sandy
35.64,58.51,30.22,6,0,33,Paddy,Oil seeds,Sandy
35.64,57.39,53.46,7,12,10,Paddy,Cotton,Sandy
35.64,58.25,43.11,10,12,13,Ground Nuts,Barley,Sandy
35.64,58.1,59.75,11,7,26,Millets,Cotton,Sandy
35.64,77.44,40.68,12,2,42,Maize,Paddy,Sandy
35.64,65.52,26.3,14,4,34,Maize,Sugarcane,Sandy
35.64,78.63,32.96,16,0,41,Oil seeds,Ground Nuts,Sandy
35.64,61.77,28.86,18,0,16,Oil seeds,Millets,Sandy
35.64,52.08,40.4,19,0,27,Cotton,Wheat,Sandy
35.64,76.74,55.07,35,4,0,Oil seeds,Sugarcane,Sandy
35.64555926,62.70047124,45.9831645,37,0,2,Oil seeds,Tobacco,Sandy
35.65,76.12,51.26,11,0,31,Cotton,Sugarcane,Sandy
35.65,68.27,36.65,15,0,43,Cotton,Cotton,Sandy
35.65,66.09,33.49,17,0,23,Maize,Oil seeds,Sandy
35.65,71.86,53.99,44,0,0,Cotton,Barley,Sandy
35.66,75.53,32.79,7,4,34,Ground Nuts,Cotton,Sandy
35.66,67.28,53.18,9,15,21,Barley,Paddy,Sandy
35.66,68.89,32.88,11,0,42,Maize,Oil seeds,Sandy
35.66,58,53.6,11,16,15,Oil seeds,Tobacco,Sandy
35.66,64.66,38.16,12,4,16,Barley,Pulses,Sandy
35.66,54.44,42.29,26,0,18,Ground Nuts,Sugarcane,Sandy
35.66,61.27,31.86,40,0,1,Barley,Barley,Sandy
35.66,53.57,31.42,43,0,3,Ground Nuts,Ground Nuts,Sandy
35.68,61.52,55.89,7,10,10,Ground Nuts,Pulses,Sandy
35.68,63.89,46.79,14,14,13,Maize,Oil seeds,Sandy
35.68,58.08,28.71,16,0,34,Ground Nuts,Paddy,Sandy
35.69,58.61,58.14,14,9,10,Maize,Maize,Sandy
35.7,57.43,35.8,9,10,27,Paddy,Cotton,Sandy
35.7,73.21,36.23,9,4,9,Oil seeds,Sugarcane,Sandy
35.71,57.85,44.78,11,11,11,Millets,Cotton,Sandy
35.71,55.39,49.56,13,0,42,Cotton,Sugarcane,Sandy
35.71,60.95,42.29,24,0,20,Millets,Pulses,Sandy
35.71,67.62,25.16,35,0,2,Ground Nuts,Pulses,Sandy
35.71074198,61.77007339,59.6702456,36,2,1,Maize,Ground Nuts,Sandy
35.72,71.86,70,18,0,42,Barley,Millets,Sandy
35.72,68.72,25.91,21,0,18,Maize,Wheat,Sandy
35.72,60.2,69.54,39,0,0,Millets,Oil seeds,Sandy
35.72,63.95,56.88,42,0,3,Ground Nuts,Barley,Sandy
35.72,63.95,56.88,42,0,3,Ground Nuts,Barley,Sandy
35.73,63.26,50.02,6,15,18,Ground Nuts,Cotton,Sandy
35.73,71.25,45.65,12,3,30,Maize,Millets,Sandy
35.73,66.71,33.31,14,0,35,Barley,Barley,Sandy
35.73,68.68,38.23,26,0,17,Millets,Oil seeds,Sandy
35.73,62.22,25.88,35,1,0,Paddy,Millets,Sandy
35.74,79.96,27.81,8,0,41,Barley,Millets,Sandy
35.74,66.71,37.68,10,9,32,Oil seeds,Pulses,Sandy
35.74,61.66,43.17,41,0,0,Oil seeds,Pulses,Sandy
35.75,65.56,56.3,11,0,37,Cotton,Sugarcane,Sandy
35.75,72.31,48.51,18,4,21,Millets,Sugarcane,Sandy
35.75,63.57,38.89,36,0,1,Millets,Barley,Sandy
35.75,63.33,35.33,42,4,0,Millets,Oil seeds,Sandy
35.76,60.56,36.72,15,0,15,Cotton,Ground Nuts,Sandy
35.76,59,37.95,15,4,15,Maize,Cotton,Sandy
35.76,52.2,41.09,36,0,2,Barley,Maize,Sandy
35.76,72.58,44.43,37,2,0,Maize,Oil seeds,Sandy
35.77,60.14,36.61,8,15,19,Barley,Maize,Sandy
35.77,67.17,42.53,13,1,32,Barley,Maize,Sandy
35.77,58.62,25.35,26,1,17,Maize,Oil seeds,Sandy
35.78,62.29,42.45,1,23,22,Ground Nuts,Ground Nuts,Sandy
35.78,74.8,29.82,8,4,13,Millets,Ground Nuts,Sandy
35.78,56.41,50.19,8,14,10,Millets,Oil seeds,Sandy
35.78,52.73,32.13,23,2,19,Barley,Sugarcane,Sandy
35.78,60.37,32.47,45,0,2,Oil seeds,Millets,Sandy
35.78,60.37,32.47,45,0,2,Oil seeds,Millets,Sandy
35.79,66.77,34.39,9,0,14,Cotton,Barley,Sandy
35.79,55.43,70,15,7,16,Oil seeds,Maize,Sandy
35.79,67.64,45.04,41,0,0,Paddy,Barley,Sandy
35.8,55.37,57.55,7,8,27,Cotton,Maize,Sandy
35.8,70.42,24.42,19,2,24,Millets,Cotton,Sandy
35.8,52.09,38.81,25,0,28,Cotton,Tobacco,Sandy
35.81,76.09,24.48,10,0,37,Oil seeds,Paddy,Sandy
35.81,62.93,39.2,21,0,20,Maize,Oil seeds,Sandy
35.82,64.69,38.55,7,16,23,Barley,Paddy,Sandy
35.82,70.09,65.76,26,0,19,Oil seeds,Cotton,Sandy
35.82,67.5,35.88,39,3,1,Cotton,Pulses,Sandy
35.83,76.88,66.33,13,0,40,Cotton,Sugarcane,Sandy
35.84,62.15,67.16,3,9,26,Millets,Millets,Sandy
35.84,73.34,56.27,11,6,26,Barley,Barley,Sandy
35.84,53.53,41.21,19,0,39,Ground Nuts,Wheat,Sandy
35.85,70.43,52.65,6,0,15,Maize,Wheat,Sandy
35.85,71,37.57,11,0,31,Oil seeds,Millets,Sandy
35.85,62.3,36.56,16,0,42,Paddy,Millets,Sandy
35.85,52.79,54.13,16,13,16,Ground Nuts,Cotton,Sandy
35.85,63.92,50.71,17,13,16,Cotton,Barley,Sandy
35.85,66.05,54.54,34,0,0,Barley,Paddy,Sandy
35.85,54.97,32.94,41,1,0,Ground Nuts,Ground Nuts,Sandy
35.85,65.73,46.71,41,0,0,Maize,Wheat,Sandy
35.86,55.82,52.48,20,4,29,Ground Nuts,Wheat,Sandy
35.86,70.31,54.4,40,3,1,Ground Nuts,Ground Nuts,Sandy
35.86,71.33,44.81,42,1,2,Barley,Millets,Sandy
35.86,73.75,44.57,43,2,0,Barley,Ground Nuts,Sandy
35.87,59.89,50.2,1,16,19,Cotton,Pulses,Sandy
35.87,67.72,56.45,6,4,29,Maize,Pulses,Sandy
35.87,63.1,51.54,12,10,13,Millets,Tobacco,Sandy
35.87,58.52,45.11,15,14,14,Millets,Cotton,Sandy
35.87,54.52,43.39,17,3,37,Paddy,Pulses,Sandy
35.88,60.02,54.82,8,11,25,Barley,Paddy,Sandy
35.88,65.43,51.08,11,15,10,Paddy,Oil seeds,Sandy
35.88,78.27,46.3,37,4,0,Barley,Ground Nuts,Sandy
35.89,51.74,20,10,14,25,Ground Nuts,Paddy,Sandy
35.89,64.76,36.97,17,1,13,Millets,Ground Nuts,Sandy
35.89,69.26,56.39,19,0,23,Millets,Tobacco,Sandy
35.89,52.9,44.55,20,0,19,Maize,Barley,Sandy
35.9,62.63,37.99,8,0,16,Barley,Pulses,Sandy
35.9,54.1,36.4,43,2,2,Paddy,Wheat,Sandy
35.91,52.46,56.61,14,16,13,Millets,Tobacco,Sandy
35.91,64.54,51.18,38,0,0,Paddy,Tobacco,Sandy
35.91651204,69.16465709,37.98747681,7,8,28,Cotton,Barley,Sandy
35.91664029,74.78811697,33.01323645,9,1,36,Millets,Tobacco,Sandy
35.92,63.54,54.99,17,0,40,Cotton,Sugarcane,Sandy
35.93,62.74,49.08,7,2,39,Barley,Ground Nuts,Sandy
35.93,61.57,37.5,8,9,31,Millets,Ground Nuts,Sandy
35.93,65.09,36.26,13,2,36,Cotton,Sugarcane,Sandy
35.93,68.53,36.36,13,4,40,Paddy,Ground Nuts,Sandy
35.93,62.65,54.57,18,0,40,Oil seeds,Pulses,Sandy
35.93,63.52,47.76,20,0,16,Paddy,Wheat,Sandy
35.93,59.27,55.76,35,4,0,Oil seeds,Oil seeds,Sandy
35.93,77.82,40.02,42,0,1,Oil seeds,Sugarcane,Sandy
35.94,62.93,28.98,3,6,26,Oil seeds,Barley,Sandy
35.94,66.23,55.11,10,12,16,Millets,Cotton,Sandy
35.94,78.88,56.11,39,0,0,Cotton,Barley,Sandy
35.94938973,73.0985526,43.64281296,40,0,3,Oil seeds,Oil seeds,Sandy
35.95,72.98,52.9,3,14,16,Maize,Wheat,Sandy
35.95,56.17,51.09,9,10,12,Maize,Wheat,Sandy
35.95,70.71,37.39,37,3,0,Cotton,Cotton,Sandy
35.96,77.25,46.31,9,14,16,Barley,Pulses,Sandy
35.96,58.63,40.76,18,19,16,Barley,Pulses,Sandy
35.97,67.11,42.9,3,11,31,Oil seeds,Ground Nuts,Sandy
35.97,56.77,47.57,5,15,21,Oil seeds,Maize,Sandy
35.97,60.1,26.8,11,2,40,Maize,Tobacco,Sandy
35.97,60.1,26.8,11,2,40,Maize,Tobacco,Sandy
35.97,60.1,26.8,11,2,40,Maize,Tobacco,Sandy
35.97,56.08,39.97,24,0,28,Cotton,Sugarcane,Sandy
35.98,70.52,33.59,8,0,40,Ground Nuts,Ground Nuts,Sandy
35.98,58.7,38.42,25,0,18,Ground Nuts,Paddy,Sandy
35.98522876,64.2952126,27.23470956,21,0,16,Oil seeds,Millets,Sandy
35.99,77.54,34.61,10,4,35,Oil seeds,Tobacco,Sandy
35.99,73.71,47.66,20,0,22,Barley,Tobacco,Sandy
35.99501972,55.24208257,22.04753089,10,2,33,Barley,Paddy,Sandy
35.99658074,61.77642023,29.76292317,6,2,33,Ground Nuts,Ground Nuts,Sandy
36,70.93,50.56,5,8,23,Barley,Oil seeds,Sandy
36,68,38,7,9,30,Cotton,Barley,Sandy
36,68,38,7,9,30,Cotton,Barley,Sandy
36,68,38,7,9,30,Cotton,Barley,Sandy
36,59.46,52.35,9,13,10,Millets,Wheat,Sandy
36,68,50,12,18,19,Barley,Wheat,Sandy
36,68,50,12,18,19,Barley,Wheat,Sandy
36,68,50,12,18,19,Barley,Wheat,Sandy
36,66.76,66.18,12,0,40,Oil seeds,Tobacco,Sandy
36,60,43,15,0,41,Oil seeds,Millets,Sandy
36,60,43,15,0,41,Oil seeds,Millets,Sandy
36,60,43,15,0,41,Oil seeds,Millets,Sandy
36,68,41,41,0,0,Paddy,Ground Nuts,Sandy
36,68,41,41,0,0,Paddy,Ground Nuts,Sandy
36,68,41,41,0,0,Paddy,Ground Nuts,Sandy
36.01,73.09,57.84,6,1,14,Maize,Millets,Sandy
36.01,58.15,49.54,14,4,38,Ground Nuts,Pulses,Sandy
36.01,67.22,35.57,35,0,0,Oil seeds,Tobacco,Sandy
36.02,63.58,41.22,8,4,13,Cotton,Tobacco,Sandy
36.02,60.38,61.57,9,13,26,Millets,Pulses,Sandy
36.02,74.78,38.64,18,4,20,Cotton,Barley,Sandy
36.02,69.03,54.45,21,0,22,Maize,Barley,Sandy
36.02,70.21,46.72,39,4,0,Paddy,Wheat,Sandy
36.03,68.01,34.95,22,0,22,Maize,Barley,Sandy
36.03,64.38,52.82,41,1,3,Barley,Barley,Sandy
36.04575241,72.81193096,59.20726418,42,3,2,Cotton,Cotton,Sandy
36.05,73.59,58.17,9,14,11,Ground Nuts,Millets,Sandy
36.05,73.59,58.17,9,14,11,Ground Nuts,Millets,Sandy
36.05,73.59,58.17,9,14,11,Ground Nuts,Millets,Sandy
36.05,70.84,30.08,22,4,16,Cotton,Barley,Sandy
36.07,59.69,47.38,3,14,16,Oil seeds,Paddy,Sandy
36.07,68.41,54.45,16,9,9,Millets,Maize,Sandy
36.07,67.14,27.42,35,1,0,Paddy,Oil seeds,Sandy
36.08,67.07,39.77,4,7,26,Millets,Cotton,Sandy
36.08,74.86,38.71,8,20,21,Barley,Wheat,Sandy
36.08,64.21,51.97,10,19,25,Cotton,Ground Nuts,Sandy
36.08,75.9,30.95,12,4,15,Oil seeds,Cotton,Sandy
36.08,58.63,55.26,19,0,37,Barley,Cotton,Sandy
36.09,74.92,37.36,13,4,34,Oil seeds,Maize,Sandy
36.09,59.96,40.07,38,0,4,Millets,Wheat,Sandy
36.1,74.43,33.26,7,2,44,Millets,Millets,Sandy
36.1,63.8,38.39,10,7,31,Oil seeds,Maize,Sandy
36.1,66.96,25.72,13,3,35,Millets,Barley,Sandy
36.1,73.12,51.29,35,2,0,Ground Nuts,Barley,Sandy
36.1,60.94,59,35,2,2,Maize,Ground Nuts,Sandy
36.11,66.33,59.78,3,8,27,Oil seeds,Sugarcane,Sandy
36.11,75.99,23.4,11,3,41,Ground Nuts,Paddy,Sandy
36.11,61.24,27.61,14,4,35,Maize,Cotton,Sandy
36.12,64.07,33.97,6,5,25,Ground Nuts,Maize,Sandy
36.12,70.69,43.66,7,0,38,Barley,Tobacco,Sandy
36.12,72.17,33.4,9,0,37,Paddy,Paddy,Sandy
36.12,65.18,32.53,19,1,20,Ground Nuts,Wheat,Sandy
36.13,74.73,24.29,3,10,35,Oil seeds,Wheat,Sandy
36.13,73.48,70,10,0,38,Paddy,Sugarcane,Sandy
36.13,58.84,40.14,19,0,20,Millets,Paddy,Sandy
36.13,61.57,35.14,40,1,4,Cotton,Maize,Sandy
36.14,63.2,37.97,3,20,21,Paddy,Sugarcane,Sandy
36.14,63.53,29.95,16,0,37,Maize,Ground Nuts,Sandy
36.14,74.84,61.48,18,1,37,Ground Nuts,Tobacco,Sandy
36.15,75.78,34.18,4,6,29,Oil seeds,Ground Nuts,Sandy
36.16,66.29,49.05,1,19,19,Barley,Barley,Sandy
36.16,61.54,37.54,11,2,37,Oil seeds,Wheat,Sandy
36.16,64,43.68,20,0,19,Paddy,Millets,Sandy
36.17,61.99,40.86,8,0,41,Millets,Pulses,Sandy
36.17,70.81,32.25,12,0,35,Ground Nuts,Sugarcane,Sandy
36.17,64.23,54.97,33,0,4,Cotton,Oil seeds,Sandy
36.17,72.76,41.81,35,0,1,Cotton,Tobacco,Sandy
36.17,68.75,32.62,38,0,0,Cotton,Cotton,Sandy
36.17,73.15,60.09,42,4,2,Ground Nuts,Cotton,Sandy
36.18,77.72,29.51,9,4,28,Maize,Cotton,Sandy
36.18,59.14,62.07,11,2,8,Barley,Maize,Sandy
36.18,57.1,69.39,17,0,34,Cotton,Sugarcane,Sandy
36.18,60.7,35.67,36,0,0,Barley,Wheat,Sandy
36.19,77.04,57.3,13,1,39,Oil seeds,Ground Nuts,Sandy
36.19,73.76,41.52,16,1,34,Millets,Cotton,Sandy
36.19,70.05,26.41,19,3,24,Cotton,Wheat,Sandy
36.2,64.43,57.43,4,3,9,Ground Nuts,Tobacco,Sandy
36.2,58.84,44.43,6,0,36,Barley,Millets,Sandy
36.2,55.53,54.66,12,1,37,Barley,Sugarcane,Sandy
36.21,57.4,64.18,34,0,1,Millets,Oil seeds,Sandy
36.22,63.83,37.08,11,1,41,Ground Nuts,Tobacco,Sandy
36.22,77.81,51.95,37,0,0,Cotton,Pulses,Sandy
36.23,68.79,36.18,8,0,34,Ground Nuts,Sugarcane,Sandy
36.23,62.8,42.68,14,0,31,Paddy,Maize,Sandy
36.23614968,72.71040902,34.83599712,11,2,9,Cotton,Paddy,Sandy
36.24,55.86,52.22,8,2,15,Oil seeds,Ground Nuts,Sandy
36.24,62.61,31.65,15,2,39,Barley,Millets,Sandy
36.24,66.36,48.77,16,15,22,Millets,Oil seeds,Sandy
36.25,61.04,42.94,1,5,27,Maize,Pulses,Sandy
36.25,60.68,42.98,6,8,28,Ground Nuts,Sugarcane,Sandy
36.26,65.71,67.99,10,3,35,Paddy,Tobacco,Sandy
36.26,72.92,70,11,4,28,Ground Nuts,Barley,Sandy
36.26,61.51,37.35,17,4,41,Paddy,Pulses,Sandy
36.27,58.72,31.17,9,0,34,Oil seeds,Pulses,Sandy
36.27,74.55,57.03,11,2,35,Paddy,Cotton,Sandy
36.27,67.64,67.95,28,3,20,Oil seeds,Wheat,Sandy
36.28,59.06,26.66,13,0,9,Ground Nuts,Maize,Sandy
36.28,57.76,50.83,26,0,23,Barley,Pulses,Sandy
36.28,62.7,32.29,37,0,0,Maize,Oil seeds,Sandy
36.28,71.99,35.88,41,3,3,Maize,Tobacco,Sandy
36.29,66.45,28.19,22,0,24,Oil seeds,Tobacco,Sandy
36.29,68.59,62.11,37,0,0,Cotton,Pulses,Sandy
36.29,71,56.12,38,0,0,Oil seeds,Barley,Sandy
36.29,62.57,47.91,42,0,0,Maize,Paddy,Sandy
36.29,74.2,54.68,42,3,0,Ground Nuts,Paddy,Sandy
36.29,74.2,54.68,42,3,0,Ground Nuts,Paddy,Sandy
36.3,61.96,55.25,4,4,26,Paddy,Wheat,Sandy
36.3,70.42,33.17,10,0,37,Ground Nuts,Wheat,Sandy
36.3,68.21,70,19,3,18,Ground Nuts,Barley,Sandy
36.30289376,67.90924166,43.10084632,39,0,0,Millets,Oil seeds,Sandy
36.31,57.23,60.02,6,5,28,Barley,Wheat,Sandy
36.31,55.62,57.54,11,7,33,Millets,Paddy,Sandy
36.31,73.36,38.36,14,0,37,Barley,Oil seeds,Sandy
36.31,53.88,36.31,19,0,44,Cotton,Cotton,Sandy
36.31,72.79,46.6,22,0,20,Oil seeds,Barley,Sandy
36.31,62.76,31.8,33,0,0,Maize,Wheat,Sandy
36.33,57.1,27.1,24,0,23,Maize,Paddy,Sandy
